B024A,KINGS HIGHWAY,40.603923,-73.980353
D012,KINGS HIGHWAY,40.603923,-73.980353
N221,KINGSBRIDGE RD,40.86776,-73.897174
N220,KINGSBRIDGE RD,40.86776,-73.897174
R290,KINGSBRIDGE RD,40.86776,-73.897174
R624,KINGSTON AVE,40.669399,-73.942161
N119,KINGSTON-THROOP,40.679921,-73.940858
N118,KINGSTON-THROOP,40.679921,-73.940858
K019,KNICKERBOCKER,40.698664,-73.919711
J012,KOSCIUSZKO ST,40.693342,-73.928814
N110,LAFAYETTE AVE,40.686113,-73.973946
A004,LEXINGTON AVE,40.764627,-73.96611
A002,LEXINGTON AVE,40.764627,-73.96611
N601,LEXINGTON AVE,40.764627,-73.96611
N305A,LEXINGTON-53 ST,40.757552,-73.969055
N306,LEXINGTON-53 ST,40.757552,-73.969055
N305,LEXINGTON-53 ST,40.757552,-73.969055
N125,LIBERTY AVE,40.674542,-73.896548
H038,LIVONIA AVE,40.664038,-73.900571
R410,LONGWOOD AVE,40.816104,-73.896435
R411,LONGWOOD AVE,40.816104,-73.896435
H012,LORIMER ST,40.703869,-73.947408
J005,LORIMER ST,40.703869,-73.947408
R192,MARBLE HILL-225,40.874561,-73.909831
J002,MARCY AVE,40.708359,-73.957757
J001,MARCY AVE,40.708359,-73.957757
K026,METROPOLITAN AV,40.712792,-73.951418
N409,METROPOLITAN AV,40.712792,-73.951418
R532,METS-WILLETS PT,40.754622,-73.845625
R532G,METS-WILLETS PT,40.754622,-73.845625
R532H,METS-WILLETS PT,40.754622,-73.845625
R421,MIDDLETOWN ROAD,40.843863,-73.836322
H017,MONTROSE AVE,40.707739,-73.93985
H019,MORGAN AVE,40.706152,-73.933147
R726,MORRIS PARK,40.854364,-73.860495
R415,MORRISON AVE,40.829521,-73.874516
R293,MOSHOLU PARKWAY,40.87975,-73.884655
R285,MT EDEN AVE,40.844434,-73.914685
H026,MYRTLE AVE,40.699814,-73.911586
H027,MYRTLE AVE,40.699814,-73.911586
J009,MYRTLE AVE,40.699814,-73.911586
N415,MYRTLE-WILLOUGH,40.694568,-73.949046
N416,MYRTLE-WILLOUGH,40.694568,-73.949046
N408A,NASSAU AV,40.724635,-73.951277
B026,NECK ROAD,40.595246,-73.955161
N562,NEPTUNE AVE,40.581011,-73.974574
R608,NEVINS ST,40.688246,-73.980492
R609,NEVINS ST,40.688246,-73.980492
R634,NEW LOTS AVE,40.666235,-73.884079
H039,NEW LOTS AVE,40.666235,-73.884079
D005,NEW UTRECHT AVE,40.624842,-73.996353
D006,NEW UTRECHT AVE,40.624842,-73.996353
R643,NEWKIRK AVE,40.639967,-73.948411
R644,NEWKIRK AVE,40.639967,-73.948411
B019,NEWKIRK AVE,40.639967,-73.948411
N318,NORTHERN BLVD,40.752885,-73.906006
N319,NORTHERN BLVD,40.752885,-73.906006
